,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
cell_58,5.9867,5.2443,4.5591,5.3398,11.9576,19.7620,19.1275,18.0158,30.6777,28.5273,23.5774,38.3682,57.1154,83.6176,106.5732,99.5344,40.0926,43.4070,24.3698,58.7427,49.3148,28.5975,64.1846,119.6510,37.7111,89.0311,58.2808,104.0542,62.2576,55.3426,162.2168,34.3042,82.0558,84.0713,151.6711,88.0021,142.5056,59.1596,22.6686,91.4324,91.8549,131.0301,27.2018,59.3236,5.4615,91.3396,160.8380,93.2481,118.2686,29.5459,88.0556,193.7820,53.2749,204.4142,35.7545,119.9703,121.7127,158.4151,123.4814,113.6838,56.2936,72.6972,73.8790,91.4718,78.1634,8.9262,34.0509,199.1261,88.0839,6.2195,203.4314,89.6351,115.5959,30.6636,108.3011,211.0866,126.1040,256.7571,25.8043,54.4088,148.5563,341.2720,134.7710,363.6198,102.4101,205.4205,114.1862,68.4217,122.7895,38.0264,184.8753,71.6949,124.3915,187.2268,236.2506,58.4744,143.2519,116.1709,71.7059,141.5894
cell_59,5.6519,5.2601,4.5858,5.4986,11.8993,19.7433,19.4829,18.0294,30.7314,28.6424,23.3496,38.1396,55.7487,82.6652,107.6635,99.0858,39.7471,42.9499,24.8533,57.3036,48.8119,28.4194,62.5600,119.3689,37.3088,87.3787,57.5083,105.1535,61.4921,54.3764,163.7291,33.8231,82.8165,84.2812,152.6670,87.9557,144.0545,58.4059,22.4949,91.8428,92.4701,130.9690,27.5158,60.0540,5.3376,91.7363,163.3391,93.9972,117.3615,29.0123,88.6779,196.1221,53.1378,206.6502,35.7347,119.6647,122.1464,159.9730,121.9922,113.2547,56.6106,72.3098,73.0621,91.5671,77.9348,9.3019,33.7618,200.4378,88.4702,6.0830,205.2928,90.1367,116.5749,30.1635,109.0444,212.4923,126.4181,259.9194,25.1706,54.3143,149.6974,344.6643,136.6111,368.5759,103.3817,207.3855,114.1464,67.9622,122.7242,37.0989,188.2571,72.5175,123.2818,189.4037,239.4945,58.3591,144.7101,116.8568,72.3600,141.1001
cell_60,5.8757,5.2194,4.3308,5.3940,11.8948,19.5123,19.2036,17.9077,30.4919,28.6564,23.2388,38.1362,55.7416,82.0698,106.6637,97.8500,39.7715,42.3775,24.6451,57.3151,48.7720,27.9258,62.3818,118.9946,37.2436,87.1159,57.7160,103.5709,61.3601,54.8057,164.1973,33.7358,81.5965,83.4288,150.7343,88.8610,144.9743,57.8873,22.3118,91.0050,93.0456,130.0312,26.9869,59.2317,5.0414,90.3449,164.3843,94.7382,116.2357,28.7384,89.3188,197.5214,52.7015,205.9082,35.9335,119.4035,121.9892,160.4947,122.3315,112.6766,56.8616,71.5389,72.2702,91.9057,77.7454,8.8543,33.3901,200.4148,88.3372,5.9900,207.1017,89.1692,116.8821,30.5302,108.7288,214.2292,126.1623,261.1544,25.1785,54.1876,151.6466,346.5271,135.6548,371.4915,103.6941,205.8795,115.0327,67.5632,124.0596,37.4365,188.9738,71.4760,121.9455,187.8489,241.4168,58.2343,144.5683,117.1783,71.9655,138.9635
cell_61,5.8851,5.3959,4.6250,5.4669,11.8606,19.6561,19.1605,17.7270,30.4462,28.4756,23.3046,38.0788,55.8506,81.7617,105.9146,97.3696,39.4606,42.2192,24.5135,56.7714,48.3175,28.0276,62.0035,118.1558,37.0161,86.7087,57.0520,102.7652,61.1782,54.3518,162.0661,33.5853,81.3286,82.9712,149.8110,87.9583,143.1926,57.9060,22.2081,90.3804,92.2639,129.4235,26.7696,59.0232,5.1580,90.2908,161.9792,93.9976,115.9595,28.6620,88.1456,196.3426,52.5204,206.5518,35.7108,120.0804,121.1850,158.8566,122.6559,113.6385,55.7670,71.4695,72.2039,92.4295,77.2081,8.8503,33.4472,198.5923,87.9372,6.2332,207.1300,88.7160,115.9605,30.3528,109.1633,214.5837,125.0343,259.7911,25.2994,53.6097,152.1529,348.7686,134.1436,370.8930,102.9827,205.1328,114.5501,67.0283,122.3459,37.1974,187.5896,70.8700,121.1405,187.5900,240.1755,57.4702,143.7361,117.6435,70.9351,139.0833
cell_62,5.7194,5.3704,4.7464,5.5767,12.2221,19.7159,19.1902,18.0373,30.3918,28.6226,23.3406,37.7688,55.3923,81.7972,105.4873,97.5873,39.5456,42.3731,24.6797,56.9940,48.3213,28.0827,61.9237,117.4053,37.2713,86.7257,57.0828,102.5038,60.7611,54.2564,161.4054,33.6755,80.9401,82.8903,149.4004,87.6529,142.5026,57.6714,22.3635,89.8940,91.6962,129.0271,26.7996,58.9598,5.3718,90.3255,161.3127,93.3414,115.5276,28.6890,88.0846,194.7715,52.4681,204.5944,35.5050,118.9338,120.6020,157.8207,121.6470,112.5678,55.5488,71.3307,72.1638,91.4804,77.0617,9.0691,33.1690,197.4116,87.4557,6.3870,205.0733,88.5423,115.2987,30.2339,108.2557,212.1008,124.5571,259.9057,25.0125,53.6943,150.3550,346.5727,133.9491,369.2700,102.3507,204.1668,113.9736,66.7586,121.8351,36.9571,186.3262,71.0706,121.3009,186.4879,239.9456,57.1938,142.7756,117.2352,71.2796,138.4379
cell_63,5.6479,5.0754,4.4860,5.3205,12.1302,20.0064,19.6780,18.0195,30.7450,28.9894,23.5947,38.2883,55.8760,81.2718,105.5085,97.3941,40.1050,42.3854,24.8092,56.6844,48.7774,27.7193,62.0178,117.5678,37.1130,86.2918,57.4269,102.6631,61.3657,54.6657,161.2541,33.7147,81.3777,82.6533,149.4282,87.6596,142.2698,57.7701,22.5354,90.4134,91.5514,128.5771,26.6531,59.2148,4.9964,89.9601,161.1733,93.1480,115.5296,28.6644,88.0332,194.4846,52.8324,204.0721,35.5408,119.0557,120.3888,157.8757,121.1881,112.4966,55.6603,71.4759,72.2328,91.8083,77.1660,9.0699,33.2113,197.1658,87.5855,6.1168,204.6064,88.2290,114.7850,30.6969,108.0718,211.7111,124.6336,258.1204,25.2154,53.6567,149.9541,344.7542,133.8795,366.6676,102.2385,203.6731,113.5521,67.0257,121.6876,37.2387,185.5497,70.7716,120.8081,185.5744,238.3362,57.9218,142.3043,117.1948,71.2825,138.2997
cell_64,5.8778,5.0077,4.4077,5.2089,11.7221,19.4478,19.2879,18.0210,30.9119,28.8121,23.1385,38.5775,56.1296,82.0607,105.1395,97.5288,40.2845,42.4736,24.7546,57.1634,49.0102,27.9466,62.7628,117.4952,37.6811,87.4415,57.5692,102.0613,61.3134,55.1491,161.1909,33.4604,80.8799,83.0065,148.8247,88.3295,142.3886,57.9464,22.2165,90.0883,91.9695,129.0170,26.5532,58.8302,5.2511,90.1254,161.0171,93.6256,115.6901,28.6584,88.5404,194.2754,52.8988,203.9017,36.0744,119.1959,120.5133,157.8788,121.8254,112.5192,55.3019,71.8255,72.1776,91.8919,77.3240,8.9420,33.1308,197.4200,87.9713,6.1884,204.1550,88.6002,115.3967,30.7772,107.9852,211.8511,124.8235,257.8216,25.2487,54.2285,149.9933,344.1286,134.1272,366.5847,102.7433,203.3194,113.8157,67.3011,122.0781,37.2660,185.8747,70.4977,121.3298,186.1087,238.4146,57.9432,143.0741,116.9272,70.7281,138.6333
cell_65,5.7184,5.2275,4.6644,5.5125,11.9072,19.4344,18.9223,17.7229,30.3465,28.1892,23.2715,38.0127,56.0084,82.3383,105.5869,97.6638,39.3416,42.8705,24.3129,57.5012,48.5113,28.3800,62.6355,117.8921,37.1534,87.3995,57.5067,102.9027,61.5222,54.6948,161.2444,33.5464,81.2556,82.8926,150.2085,87.2085,141.9939,58.5543,22.2094,90.1997,91.6323,129.5868,26.8699,58.7670,5.1178,90.5740,160.2463,93.0889,116.5548,29.0900,87.3405,193.7793,52.5475,205.1414,35.3939,119.6891,120.6111,157.9272,122.5970,113.3409,55.4396,71.9780,72.7704,91.4275,76.9455,8.7286,33.6876,197.5559,87.6334,6.2117,204.3711,88.5248,115.1874,30.3709,108.4949,212.0181,125.0966,257.8444,25.3196,53.6163,150.1154,345.0687,133.8547,366.2445,102.4140,204.5433,114.0090,67.4252,121.5817,37.3714,185.6899,70.7707,121.8559,186.6766,237.9418,57.3698,142.9188,116.8833,70.8142,140.0699
cell_66,5.6445,5.2702,4.5168,5.5021,12.0729,19.7107,19.0390,17.9320,30.3364,28.6348,22.9534,37.6652,55.1094,81.5995,106.1468,97.8486,39.4423,42.0943,24.5215,56.7941,48.3619,27.8008,62.0318,118.1747,36.8755,86.3563,56.7896,103.4571,60.9012,53.7647,161.5600,33.6010,81.7637,83.2282,149.9335,87.4070,142.8142,57.5747,22.1096,90.4139,91.5705,128.9655,27.0646,59.2097,5.2547,90.7996,162.1548,93.1547,115.7836,28.4686,87.6546,194.6442,52.2638,204.5781,35.1262,118.5564,120.8700,158.3474,120.7610,112.4744,55.8789,71.2945,72.1667,90.8738,77.0015,8.9751,33.4032,198.2488,87.0100,6.1335,204.0130,89.0363,115.0669,30.1883,107.8891,210.6021,125.0122,259.1786,24.8677,53.6856,149.0085,343.6398,134.3752,367.4078,102.1918,205.0636,113.5331,67.2770,121.7351,36.7564,186.1353,71.6553,121.5916,186.8044,238.8622,57.5921,143.1413,116.6920,71.9059,139.1510
cell_67,5.8025,5.1660,4.4361,5.3143,11.8886,19.6125,19.1733,17.8607,30.5342,28.8611,23.1181,38.2472,55.7399,80.8210,105.6459,96.7606,39.8558,42.0098,24.5434,56.5674,48.4816,27.6417,61.8977,117.5634,36.7617,85.6888,57.2381,102.3434,60.6131,54.3793,161.7280,33.5178,80.9202,82.6367,148.7739,88.1676,142.6677,57.3338,22.2748,89.8027,91.9448,128.6467,26.5035,58.5991,5.2041,89.3847,161.7319,93.4409,115.1037,28.4577,88.3737,194.6369,52.5763,204.2420,35.4228,118.2229,120.7408,158.0673,120.7646,111.6484,55.7549,70.8240,71.8759,91.2839,76.8403,8.7563,33.0941,197.4722,87.5450,6.0202,204.7166,88.0484,115.1717,30.3056,108.0689,211.9709,125.1070,258.1927,24.9833,53.3950,150.4291,343.9027,133.8510,367.4397,102.6753,203.1977,113.4072,66.5769,122.0986,36.8301,186.2769,70.2997,120.6157,186.1275,238.6132,57.3759,142.6329,116.7068,70.7146,137.5326
cell_68,5.8208,5.2841,4.5208,5.4272,11.7782,19.5280,18.9234,17.8654,30.4095,28.2422,23.1585,37.8506,55.7804,81.6501,104.4634,96.9910,39.5915,42.2627,24.4731,56.8697,48.4988,27.9218,62.2316,116.7956,36.8572,86.5639,56.9833,101.4233,60.5881,54.2308,160.1258,33.4970,80.0541,82.2122,147.8733,87.4339,141.4759,57.5229,22.0531,89.2593,91.2137,128.5672,26.6449,58.6073,5.2191,89.6262,159.9889,92.8478,114.9654,28.6775,87.7808,193.8924,52.1042,204.0305,35.5103,119.0674,120.0689,156.9849,122.0672,112.7951,55.2676,71.2707,71.8725,91.6574,77.0440,8.9135,32.9659,196.1372,87.3788,6.1293,204.3894,87.9419,114.6984,30.3301,108.1956,211.7302,124.1031,257.4221,25.1605,53.5984,150.1607,344.2803,132.9315,366.6283,101.9330,202.8885,113.2408,66.5900,121.3238,37.0187,185.7055,70.1182,120.7984,185.6652,237.9648,57.1087,142.6689,116.3395,70.1573,137.8310
cell_69,5.6149,5.3321,4.4365,5.5771,12.0632,19.6384,18.9247,17.8446,30.2506,28.3614,23.4580,37.8796,55.2665,81.3402,105.3515,97.1340,39.6191,42.3444,24.6264,56.6357,48.4664,27.9680,61.8506,117.3696,36.7890,86.0719,56.9428,102.3118,60.7280,54.0470,159.9928,33.5889,80.7838,82.2792,149.0806,86.3438,140.8799,57.4466,22.2779,89.6674,90.7638,128.4880,26.7026,58.4733,5.1306,89.7994,159.8130,92.3277,115.3017,28.5400,86.8355,192.5401,51.9936,203.4067,35.2742,118.5521,119.6509,156.3817,121.1158,112.1587,55.5887,71.2882,71.7572,91.0272,76.5495,8.8837,33.0525,195.8721,87.2828,6.2799,203.5205,87.8220,114.0370,29.9461,107.6066,210.4722,123.7910,257.3887,25.1230,53.3721,148.9005,343.4029,133.1090,365.0609,101.3532,203.2549,113.2912,66.5571,120.5198,37.0904,184.5839,70.4528,121.0518,185.3636,237.4459,57.3362,141.8587,116.1011,70.9098,138.1053
cell_70,5.6217,5.2000,4.3789,5.2608,11.9167,19.5845,19.2621,18.1087,30.4070,28.7297,23.1657,38.0263,55.4100,80.7757,105.3107,96.7809,39.6885,41.8106,24.3701,56.7160,48.5095,27.5363,61.8193,117.3494,37.0202,85.9747,57.1333,102.1569,60.5078,53.8980,160.5830,33.4936,80.6048,82.5290,148.4738,87.2701,141.8237,56.9985,22.1706,89.9097,91.5562,127.9084,26.6108,58.5268,4.8989,89.4540,160.7170,92.7867,114.9939,28.3237,87.7601,193.6110,52.2733,202.5781,35.4956,117.7514,119.9270,157.1757,120.3144,111.4440,55.6912,70.9741,71.8389,90.6620,76.7688,8.6847,33.0222,196.7962,86.9385,6.4187,203.0375,87.7780,114.4122,30.1954,106.8432,209.9286,124.2285,256.9200,24.9946,53.2848,148.4587,341.3158,133.3302,364.5979,101.9174,202.7246,113.0238,66.4189,121.2284,36.7352,184.8365,70.4977,120.3510,185.0853,237.3641,57.3118,141.7024,116.6573,70.9878,137.4667
cell_71,5.5805,5.0784,4.5136,5.2933,11.7574,19.4558,18.9534,17.8059,30.3802,28.1434,23.2541,38.1244,55.7119,81.4284,104.6003,96.5991,39.7140,42.3417,24.3375,56.7697,48.5466,27.7106,62.0865,116.6403,36.9707,86.6258,56.7094,101.3924,60.5843,53.8715,159.8584,33.2301,80.3382,81.9749,147.9382,87.1799,141.2436,57.4428,22.4523,89.3705,91.2200,128.3752,26.3150,58.0655,5.2705,89.0522,159.7689,92.7637,114.7650,28.3118,87.5913,193.4568,52.1208,203.4998,35.5956,118.1556,119.9643,157.0574,121.2337,111.6166,55.5539,70.9958,72.1102,91.2500,76.7778,8.6482,32.9604,196.1945,87.2622,6.0574,203.3373,87.5519,114.5295,30.0728,107.7042,210.6487,123.6741,256.2279,24.9890,53.4281,149.2315,342.4323,132.5920,364.6074,101.7478,201.8884,112.8266,66.8024,121.0047,36.9794,185.1453,69.5381,120.4596,184.9912,236.9336,57.1196,141.8636,115.9094,69.8506,137.4174
cell_72,5.7655,5.1465,4.3727,5.3829,11.7347,19.3802,18.7357,17.7723,30.0364,28.0697,22.9651,37.6399,55.1916,81.4046,104.9156,96.9773,39.4271,41.8791,24.2211,56.8004,48.1928,27.7374,61.8311,116.9583,36.8012,86.1922,56.9181,102.3618,60.5554,53.8091,159.9500,33.2647,80.6683,82.0796,148.7502,86.5304,141.0416,57.3071,22.0698,89.8447,90.7415,128.1479,26.4603,58.2260,4.9528,89.2957,159.1820,92.2216,115.4604,28.3817,86.8859,192.8378,52.1094,202.6744,35.1418,117.9238,119.2320,156.6165,121.0175,111.6413,55.2712,70.6137,71.8991,90.7919,76.1737,8.7635,32.7876,195.8893,87.0198,5.9623,203.0894,87.7230,114.0993,30.1014,107.3251,210.2989,123.4514,256.6600,24.7115,53.1062,148.7972,342.3468,132.7487,364.6313,101.4809,202.7061,112.8890,66.5430,120.4178,36.7640,184.0588,70.4084,120.6673,185.0986,237.0322,57.1399,141.6698,115.6837,70.3100,137.8988
cell_73,5.6885,5.3283,4.4257,5.4830,11.8542,19.2963,18.9868,17.7599,30.1531,28.2289,23.0366,37.3496,54.6531,80.4904,104.8860,96.2576,39.3503,41.9323,24.1241,56.3973,47.8528,27.6222,61.3575,116.9181,36.3579,85.2617,56.2272,101.8309,60.3402,53.3554,160.1053,33.3628,80.5216,82.1972,148.4711,86.5353,141.4712,57.0529,22.1183,89.5822,91.1323,127.6439,26.5581,58.3385,4.9991,88.9929,159.8127,92.4836,114.7070,28.3206,87.1493,192.9420,51.8266,202.5490,34.9115,117.3602,119.3130,156.9608,120.0733,111.1569,55.2688,70.5835,71.2676,90.1979,76.2855,8.7672,32.8813,195.9812,86.3924,6.1144,201.7882,87.8743,114.4220,29.8224,106.7050,209.0913,123.3649,256.4103,24.9286,52.8664,147.6612,340.9430,132.9721,363.8543,101.6583,202.2815,112.6722,66.1920,120.7353,36.8776,184.4772,70.0909,119.8726,184.3561,236.7317,56.4400,141.2923,115.7068,70.3772,137.5347
cell_74,5.5232,5.1692,4.4721,5.4855,11.9678,19.6490,18.9882,17.9061,30.1131,28.2983,23.0972,37.6112,54.9563,80.4286,103.9907,95.7189,39.2170,41.8338,24.1604,56.1115,48.0488,27.6727,61.3300,116.3064,36.5139,85.4701,56.3694,101.1673,60.1096,53.7079,159.5614,33.3159,80.0274,81.8321,146.9140,86.9007,141.1099,56.7193,22.1450,88.9504,90.9756,127.2422,26.4731,58.0811,5.1448,88.6299,159.7746,92.7024,113.5582,28.5391,87.1553,193.0966,51.5774,202.2324,35.2691,117.4538,119.3431,156.2334,119.9493,111.0350,55.1394,70.3660,71.0118,90.4316,76.2677,8.8457,32.7893,195.3121,86.5833,5.9589,202.3740,87.3059,114.1868,30.0550,106.6268,209.3590,123.0812,255.7215,24.7031,52.8861,148.7635,340.8201,132.0961,364.1557,101.5506,200.8205,112.3868,65.9947,120.7312,36.4402,184.2443,69.9468,119.4421,184.0339,236.4333,56.8034,141.0140,115.3303,70.3530,136.0745
cell_75,5.5755,4.9112,4.3040,5.1746,11.5610,19.6727,19.0168,17.6446,30.2779,28.6881,23.2484,38.2351,55.1551,80.4926,104.2129,96.2250,39.6112,41.8612,24.2951,56.3354,48.5279,27.5414,61.5790,115.9407,36.5458,85.3376,56.5203,101.2323,60.1178,53.8103,158.8664,33.2528,80.2024,81.8355,147.2472,86.7170,140.1231,56.6665,22.1079,88.9597,90.4603,127.3806,26.4041,57.4772,5.1390,88.7191,158.7601,91.7576,113.9323,28.2381,86.9216,191.7829,52.0587,201.7959,35.5290,117.6073,118.8963,155.4298,120.3260,111.4648,55.0588,70.7847,71.1162,90.9065,76.0573,8.8014,32.6529,194.1322,86.9707,5.9900,202.4262,86.9416,113.3998,30.2207,107.0622,209.4238,122.5920,254.8148,24.6560,53.4227,148.3938,340.9584,131.6922,362.6556,101.1724,201.0190,112.1551,66.2871,120.0366,36.5486,183.4992,69.5489,119.5040,183.7735,235.9017,56.8858,140.8298,115.3394,69.9152,136.7180
cell_76,5.3694,5.0332,4.4617,5.3841,11.3853,19.0554,18.5216,17.2862,29.9897,27.9993,22.6987,37.5313,55.1542,80.7675,103.6334,96.4236,39.1031,41.8269,24.2281,56.6599,48.1839,27.5151,61.7085,116.0403,36.7677,86.1270,56.4724,101.0673,59.8833,53.7689,159.1893,32.8764,79.3756,81.5790,147.1230,86.3395,140.0929,56.8514,21.7230,88.5890,90.4237,127.6303,26.0445,57.4657,4.9935,88.3989,158.6260,91.9639,114.5402,28.4006,86.9321,191.3362,51.7628,201.3300,35.2618,117.3683,118.8196,155.5121,120.7398,111.2501,54.9369,70.6757,71.3313,90.1974,76.0961,8.7739,32.7524,194.8325,86.2855,5.8659,201.4564,87.0284,113.7675,29.8501,106.6558,208.4763,122.8352,254.7116,24.7054,53.1694,147.5538,339.9056,131.9183,361.6599,100.9895,201.1378,112.0825,66.0401,120.1886,36.6102,182.9877,69.5356,120.0870,183.4937,235.1836,56.7678,140.3130,115.0488,69.7035,137.1473
cell_77,5.4523,4.8386,4.1000,5.1889,11.5124,18.7470,18.4605,17.2365,29.3101,27.7082,22.4658,36.8049,54.3389,80.3583,103.7039,95.8945,38.4553,41.3727,23.7473,56.1688,47.3549,27.2785,60.9366,115.8945,35.7805,85.0414,56.0441,101.7647,59.7565,52.8600,158.6086,33.3582,80.2444,81.0105,148.0778,85.3143,140.1092,57.0082,21.6336,88.5790,90.1249,127.0118,26.0699,57.3987,4.9979,88.7656,158.5811,91.7900,114.3822,27.9796,85.8655,191.2408,51.3825,201.3209,34.4192,117.3131,118.0321,155.3491,119.7774,110.9133,54.2364,70.0021,70.8479,89.6608,75.5418,8.7057,32.6815,194.7798,85.6303,5.7564,201.2243,86.9513,113.1841,29.0382,106.1525,208.5452,122.5290,254.4214,24.5208,52.5617,147.3129,339.1637,131.8858,361.3734,100.3413,201.5247,111.5415,66.0330,119.7375,36.0620,182.8036,69.6267,119.9056,183.4741,234.3111,56.2318,140.2581,114.7582,69.6647,137.3828
cell_78,5.4079,4.9786,4.2761,5.1324,11.0447,18.8924,18.6480,17.3528,29.0859,27.2701,22.3367,36.5121,53.7948,79.0793,103.2302,94.7131,38.1427,40.7327,23.3933,54.8093,46.7292,26.8962,60.0334,114.9979,35.6117,83.7332,55.1912,100.5487,58.8832,52.3778,158.9690,32.1780,79.2445,80.5454,146.2966,85.8609,140.3157,55.5282,21.2084,88.2319,89.5034,125.4308,26.0707,57.7668,4.9337,87.7401,158.6926,91.0523,112.6828,27.4830,86.1856,191.8391,50.3867,200.3895,33.9639,115.6713,117.8137,155.2190,118.0541,109.4194,54.1543,68.8534,69.4218,88.8563,75.5790,8.4414,31.9623,194.2937,85.0711,6.0730,200.6767,86.5106,112.7155,29.2096,105.2564,207.2309,122.1784,254.2769,24.2201,51.9991,146.5364,337.5739,131.3996,360.9548,99.9071,199.8789,110.8259,64.8518,119.3215,35.7857,182.4448,69.2899,118.1998,182.3328,234.4150,55.9698,139.8169,114.0348,69.5322,135.1258
cell_79,5.3698,5.0093,4.3057,5.2020,11.4075,18.4082,17.9501,16.8217,28.7636,27.1041,22.1933,36.3523,52.8434,78.6149,101.8235,93.3702,37.9587,40.5601,23.5838,54.4457,46.3514,26.7580,59.3655,113.4282,35.7711,83.3334,54.3448,98.8861,58.0737,51.7471,157.0418,32.0521,77.7388,79.7971,143.9457,84.9319,138.5780,55.2885,21.2529,86.3922,89.0808,124.5338,25.5353,56.0891,5.0891,86.6515,157.1016,90.6594,111.1403,27.3628,85.4810,189.6996,50.0283,199.5516,34.3168,115.3080,116.3759,153.7923,117.9408,109.3830,53.8841,68.8055,69.0190,88.7635,73.7740,8.4392,31.7463,191.8149,85.2635,6.0288,200.5339,84.7852,111.6819,28.9347,105.3343,207.4332,120.7694,252.2355,23.9068,51.9131,146.4037,337.2485,129.4796,359.5489,98.8471,197.5861,110.9546,64.4859,118.1999,35.4885,182.1745,67.9130,116.4635,180.6885,233.3945,55.1595,139.2063,112.9399,68.2891,133.5302
cell_80,5.1977,4.7864,4.1759,5.2388,11.2811,18.7961,18.1462,17.0551,28.8469,27.0903,21.9982,35.6884,52.8208,77.1549,101.1047,92.6316,37.4683,39.8097,23.1443,54.2470,45.8777,26.4140,59.1816,112.8325,35.1915,81.9736,54.6762,98.5242,58.1248,51.3353,154.9188,31.9139,77.8840,78.7235,143.6684,83.6393,136.6750,54.8182,20.9702,86.5513,87.7708,122.8389,25.4865,56.2794,4.8574,86.0771,154.7644,89.5145,110.8780,27.0030,83.9264,187.9256,49.9623,196.9894,33.4965,114.4363,115.4410,151.6304,117.0331,108.0882,53.0558,67.6493,69.2856,88.2244,73.5255,8.4914,31.8234,190.3405,83.2244,5.8717,197.8151,84.3614,110.3114,28.6570,103.8766,204.9623,119.5326,249.8491,24.1678,50.7205,145.2067,334.9650,127.8725,356.6235,97.3778,195.9936,109.8423,64.0941,116.7665,35.2799,178.9346,67.8320,115.5844,178.2068,231.0565,54.7722,137.2790,113.4900,68.0458,132.5574
cell_81,5.2581,4.5750,4.0581,5.0342,10.8890,18.6912,18.2083,16.7651,28.7999,27.2318,21.8397,36.1744,52.7605,77.4573,99.9832,92.0759,38.0564,40.0363,23.1525,53.7347,46.1886,26.3493,58.4928,111.3376,34.8994,82.1300,54.1143,96.7704,57.7143,51.5270,153.6858,31.8604,76.7549,78.6973,141.0269,83.7688,136.4878,54.5985,20.9165,85.3198,87.6517,122.4022,25.2955,55.4033,4.7001,84.9364,154.3865,88.8717,109.0492,27.1381,84.3360,186.4703,49.8055,195.4330,33.9539,112.8604,114.4110,151.2953,115.3262,107.0326,52.6658,67.7766,68.3505,87.1420,73.2711,8.2164,31.5519,188.5772,83.2278,5.8282,195.4880,83.9274,110.2522,28.5935,103.2498,202.4710,118.6778,248.2271,23.4066,51.0488,143.3684,331.0081,127.0585,352.6139,97.9749,193.2795,108.3805,63.2108,116.2052,34.9435,178.2045,66.8975,114.7731,177.7945,229.2589,54.3663,136.1118,112.3404,67.4534,130.6599
cell_82,5.1596,4.6570,4.1813,4.9189,10.6616,18.0457,17.8495,16.4227,28.6543,26.7155,21.7654,35.6732,52.6100,77.2948,99.9526,91.8376,37.3445,39.5430,23.1770,54.0458,45.8476,26.1057,58.6140,111.8450,34.9420,81.8136,53.7072,97.0170,57.1304,50.8565,152.4329,31.5387,76.4182,78.0448,141.5645,82.5741,134.4322,54.2289,20.7478,84.9734,86.5798,122.1998,24.9666,54.9712,4.8605,84.9293,152.0044,87.9801,109.6983,27.0729,83.0123,184.2865,49.2810,194.4487,33.5770,113.0701,114.0133,148.8169,115.8202,107.0258,52.4316,67.6079,67.9954,87.1303,72.7848,8.1408,31.2668,186.4191,82.9191,5.7299,194.9899,83.4363,108.9565,28.5017,102.7032,201.9511,118.1921,245.2617,23.6445,51.1192,143.1805,329.0769,126.4934,349.9162,96.4314,193.4609,107.4207,63.3055,114.7461,34.7861,176.2446,66.6980,114.8893,176.0903,227.0762,54.1512,135.5975,110.7197,66.9951,131.4242
cell_83,5.1055,4.7265,4.0830,4.9859,10.8482,17.8915,17.1780,16.0104,27.8325,26.0225,21.3493,34.8164,51.7229,76.7732,98.9048,91.2653,36.4794,39.1749,22.5951,53.3924,45.0161,26.1388,58.0118,110.7234,34.3337,81.1481,53.5827,96.2950,56.8604,50.3574,152.3505,31.5052,76.0881,77.3162,141.2892,81.9223,134.3222,54.0673,20.2593,84.6176,86.4538,121.4868,25.0084,54.6259,4.8581,84.0896,152.1723,87.6275,108.8981,26.7970,82.0552,183.4647,48.4053,192.4148,33.0813,111.2235,112.7721,148.8518,114.3516,105.5448,51.7255,66.2383,67.0554,85.3759,71.9634,8.1740,31.1151,186.9076,81.7812,5.7923,192.5406,82.7599,108.2962,27.8618,101.3727,199.7243,117.3072,244.6498,23.7654,50.1160,141.0571,325.8029,125.6721,347.6641,95.8989,192.5279,107.1558,63.1394,114.9362,34.3954,175.6161,66.0767,114.5441,175.5079,225.6908,53.2973,134.6841,109.8620,66.4728,130.2022
cell_84,4.9636,4.9718,3.9974,4.8938,10.5571,18.0712,17.3640,16.3489,27.7429,26.0846,20.9835,34.5370,50.8259,74.8869,98.3154,90.0450,36.0057,38.3018,22.4613,52.1919,44.3039,25.3554,56.8915,109.8983,33.6279,79.5181,52.7034,95.6793,55.9793,49.2504,150.9017,30.8885,75.5615,76.7682,139.7420,81.3906,133.5833,53.0037,20.0415,83.8342,85.7135,119.8934,24.9869,54.5041,4.6880,83.6328,151.7467,86.9729,107.4292,26.0141,81.9452,183.2538,48.0976,191.8631,32.4230,110.4755,112.1777,147.9509,112.4432,104.7523,51.6246,65.4733,66.4333,84.9645,71.3671,7.9622,30.5424,184.9481,80.7316,5.5992,192.0699,81.9945,107.3763,27.4062,100.4846,198.6426,115.8686,242.3302,23.2487,49.2564,140.4787,323.8751,124.9719,345.6158,95.4034,191.0401,105.9160,61.9775,113.3853,33.6001,174.6871,66.0247,112.2367,173.7338,223.5247,52.7502,133.1725,109.1397,66.3061,128.6648
